doctype,filename,Sharepoint URL,url,title,Classification Level,operating_unit,project_id,document_category,pdc_document_type,document_id,Modified By,modified,created,Document Status,Checked Out To,UN Languages,id,Content Type
pdf,Improving Local Development to Increase the Resilience of Host Communities and Refugees in North Jordan.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Improving Local Development to Increase the Resilience of Host Communities and Refugees in North Jordan.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Improving Local Development to Increase the Resilience of Host Communities and Refugees in North Jordan.pdf,,Public,JOR,00135625,Project,Prodoc,165872,5537,31/10/22,31/10/22,Final,,English,165872,Document
ocx,Anexo A_Lista de Documentos.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Anexo A_Lista de Documentos.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/Anexo A_Lista de Documentos.docx,ProDoc Anexo A,Public,SLV,00107731,Project,Prodoc,161620,7006,07/06/22,07/06/22,Approved,,Spanish,161620,Document
pdf,6. Engagement facility Resiliencia Hídrica_2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/6. Engagement facility Resiliencia Hídrica_2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/6. Engagement facility Resiliencia Hídrica_2022.pdf,00123123_Nota técnica actualizada,Public,MEX,00129465,Project,Prodoc,166307,6255,11/11/22,11/11/22,Approved,,Spanish,166307,Document
pdf,BRA22010 - Sesi - Revisão Inicial (signed).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BRA22010 - Sesi - Revisão Inicial (signed).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BRA22010 - Sesi - Revisão Inicial (signed).pdf,BRA22010 - Sesi - Revisão Inicial (signed),Public,BRA,00138470,Project,Prodoc,164690,4674,12/09/22,12/09/22,Final,,English,164690,Document
pdf,1 prodoc_new Crisis Management and Emergency Response Oct 2022 upd.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/1 prodoc_new Crisis Management and Emergency Response Oct 2022 upd.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/1 prodoc_new Crisis Management and Emergency Response Oct 2022 upd.pdf,Project Document,Public,UKR,00147091,Project,Prodoc,166532,637,17/11/22,17/11/22,Approved,,English,166532,Document
pdf,Turkmenistan- JP_updated ProDoc- 17 Sept 2021.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Turkmenistan- JP_updated ProDoc- 17 Sept 2021.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Turkmenistan- JP_updated ProDoc- 17 Sept 2021.pdf,Turkmenistan- JP_updated ProDoc,Public,TKM,00124733,Project,Prodoc,165157,7246,29/09/22,29/09/22,Approved,,English,165157,Document
pdf,ProDoc_TCCH-IEP Final_CP.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc_TCCH-IEP Final_CP.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc_TCCH-IEP Final_CP.pdf,Project Document - cover page - TCCH - IEP,Public,CYP,00140243,Project,Prodoc,160907,4856,23/05/22,23/05/22,Approved,,English,160907,Document
pdf,00079671 Revisión 19 Diálogo Político de Género 2022.Firmada.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00079671 Revisión 19 Diálogo Político de Género 2022.Firmada.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00079671 Revisión 19 Diálogo Político de Género 2022.Firmada.pdf,00079671 Revisión 19 Diálogo Político de Género 2022.Firmada,Public,DOM,00079671,Project,Prodoc,165700,3185,19/10/22,19/10/22,Approved,,Spanish,165700,Document
pdf,EV.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/EV.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/EV.pdf,"Leaveraging NDC to achieve  net zero emmissions and climate - resilient development, in response to climate emergency",Public,BTN,00128990,Project,Prodoc,165715,374,17/11/22,20/10/22,Approved,,English,165715,Document
ocx,Anexo B_BRT SITRAMSS en SS.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Anexo B_BRT SITRAMSS en SS.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/Anexo B_BRT SITRAMSS en SS.docx,ProDoc Anexo B,Public,SLV,00107731,Project,Prodoc,161621,7006,07/06/22,07/06/22,Approved,,Spanish,161621,Document
pdf,No Cost Extention Request_ Turkmenistan SP JP.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/No Cost Extention Request_ Turkmenistan SP JP.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/No Cost Extention Request_ Turkmenistan SP JP.pdf,No Cost Extention Request_ Turkmenistan SP JP,Public,TKM,00124733,Project,Prodoc,165158,7246,29/09/22,29/09/22,Final,,English,165158,Document
pdf,144313_PRODOC_MINERD_2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/144313_PRODOC_MINERD_2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/144313_PRODOC_MINERD_2022.pdf,PRODOC,Public,DOM,00144313,Project,Prodoc,163167,4949,02/11/22,14/07/22,Final,,English,163167,Document
pdf,Net Zero emmission GOJ.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Net Zero emmission GOJ.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Net Zero emmission GOJ.pdf,Leveraging NDC to achieve net zero emission and climate resilient development in response to the climte emmergency,Public,BTN,00128990,Project,Prodoc,165716,4832,01/12/22,20/10/22,Approved,,English,165716,Document
pdf,PRODOC_Support to Digitization of Consumer Protection Services_LRF-MoET-e-Gov_26072022_Signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC_Support to Digitization of Consumer Protection Services_LRF-MoET-e-Gov_26072022_Signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC_Support to Digitization of Consumer Protection Services_LRF-MoET-e-Gov_26072022_Signed.pdf,,Public,LBN,00146662,Project,Prodoc,165874,1341,31/10/22,31/10/22,Final,,English,165874,Document
pdf,Accord BAD.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Accord BAD.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Accord BAD.pdf,réhabilitation des infrastructures hydrauliques endommagées par les inondations.,Public,DJI,00106811,Project,Prodoc,167698,1251,28/12/22,21/12/22,Approved,,English,167698,Document
pdf,00090630_Revision H.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00090630_Revision H.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00090630_Revision H.pdf,ARG15008 - Revision H,Public,ARG,00090630,Project,Prodoc,168343,2067,30/12/22,30/12/22,Approved,,Spanish,168343,Document
pdf,127453 PRODOC CERO VIOLENCIA.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/127453 PRODOC CERO VIOLENCIA.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/127453 PRODOC CERO VIOLENCIA.pdf,127453 PRODOC CERO VIOLENCIA,Public,MEX,136634,Project,Prodoc,166451,6273,15/11/22,15/11/22,Final,,Spanish,166451,Document
pdf,Appoval of no-cost extension.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Appoval of no-cost extension.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Appoval of no-cost extension.pdf,Appoval of no-cost extension,Public,TKM,00124733,Project,Prodoc,165159,7246,29/09/22,29/09/22,Final,,English,165159,Document
ocx,6279 CHINA Mercury Medical Devices - UNDP ProDoc - 29Oct2021.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/6279 CHINA Mercury Medical Devices - UNDP ProDoc - 29Oct2021.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/6279 CHINA Mercury Medical Devices - UNDP ProDoc - 29Oct2021.docx,ProDoc template for all vertical funds - CLEAN version,Public,CHN,00120057,Project,Prodoc,148738,1644,12/03/22,08/03/22,Draft,,English,148738,Document
pdf,104701_Revisión E.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/104701_Revisión E.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/104701_Revisión E.pdf,ARG17009 - Revisión E,Public,ARG,00104701,Project,Prodoc,165702,480,19/10/22,19/10/22,Approved,,Spanish,165702,Document
pdf,DS_CTM - Desarrollo e Innovación Sindical.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/DS_CTM - Desarrollo e Innovación Sindical.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/DS_CTM - Desarrollo e Innovación Sindical.pdf,,Public,MEX,00144849,Project,Prodoc,166099,5834,07/11/22,07/11/22,Approved,,English,166099,Document
pdf,PD for Ministry of Tourism marketing Signed  (2).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PD for Ministry of Tourism marketing Signed  (2).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PD for Ministry of Tourism marketing Signed  (2).pdf,Project Document Template,Public,SAU,00138996,Project,Prodoc,161583,586,07/06/22,07/06/22,Approved,,English,161583,Document
pdf,SID-CHT Prodoc_Revised 2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/SID-CHT Prodoc_Revised 2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/SID-CHT Prodoc_Revised 2022.pdf,SID-CHT Prodoc_Revised 2022,Public,BGD,00085987,Project,Prodoc,168377,48,02/01/23,02/01/23,Approved,,English,168377,Document
pdf,BRA16008 - Revisão Semifinal - Jul22.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BRA16008 - Revisão Semifinal - Jul22.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BRA16008 - Revisão Semifinal - Jul22.pdf,Semifinal Revision,Public,BRA,00097611,Project,Prodoc,163169,4674,14/07/22,14/07/22,Final,,English,163169,Document
ocx,UNDP Regional Engagement Programme_ Consolidated PRODOC.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/UNDP Regional Engagement Programme_ Consolidated PRODOC.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/UNDP Regional Engagement Programme_ Consolidated PRODOC.docx,Project document,Public,ETH,00144063,Project,Prodoc,165647,1608,18/10/22,18/10/22,Draft,,English,165647,Document
pdf,1.- 24.10.2022 PRODOC Huracán IAN FINAL.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/1.- 24.10.2022 PRODOC Huracán IAN FINAL.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/1.- 24.10.2022 PRODOC Huracán IAN FINAL.pdf,PRODOC Huracán IAN,Public,CUB,00146585,Project,Prodoc,166313,5003,11/11/22,11/11/22,Approved,,Spanish,166313,Document
pdf,2022_00866_RQ_01_02_08-Nov-2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/2022_00866_RQ_01_02_08-Nov-2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/2022_00866_RQ_01_02_08-Nov-2022.pdf,Project Document_ECHO4SCHOOLS-UA_00147416,Public,UKR,00147416,Project,Prodoc,168345,7494,30/12/22,30/12/22,Reviewed,,English,168345,Document
pdf,00122851 00118303 Revision Sustantiva 1.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00122851 00118303 Revision Sustantiva 1.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00122851 00118303 Revision Sustantiva 1.pdf,00122851 00118303 Revision Sustantiva 1,Public,SLV,00122851,Project,Prodoc,165704,327,19/10/22,19/10/22,Approved,,Spanish,165704,Document
PDF,PRODOC DIPECHO H VIEJA FIRMADO.PDF,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC DIPECHO H VIEJA FIRMADO.PDF,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC DIPECHO H VIEJA FIRMADO.PDF,PRODOC Habana Vieja,Public,CUB,00143471,Project,Prodoc,166314,5003,11/11/22,11/11/22,Approved,,Spanish,166314,Document
pdf,ProDoc Cover Page_CH8.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc Cover Page_CH8.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc Cover Page_CH8.pdf,Project Document Cover Page - CH8,Public,CYP,00130478,Project,Prodoc,168346,4856,10/01/23,30/12/22,Approved,,English,168346,Document
pdf,Norway UNDP Agreement 110314.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Norway UNDP Agreement 110314.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Norway UNDP Agreement 110314.pdf,Project Document,Public,PAL,110314,Project,Prodoc,168383,6686,03/01/23,03/01/23,Draft,,English,168383,Document
pdf,Annex I - Description of the Action (4).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex I - Description of the Action (4).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex I - Description of the Action (4).pdf,Project document,Public,UKR,00145720,Project,Prodoc,164612,1073741823,08/09/22,08/09/22,Approved,,English,164612,Document
pdf,Final Revised Prodoc with 2 year extension.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Final Revised Prodoc with 2 year extension.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Final Revised Prodoc with 2 year extension.pdf,,Public,BGD,00085987,Project,Prodoc,167604,4666,20/12/22,20/12/22,Approved,,English,167604,Document
PDF,EF_Supertanqueros Matanzas.PDF,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/EF_Supertanqueros Matanzas.PDF,https://undpngddlsprod01.blob.core.windows.net/pdc/EF_Supertanqueros Matanzas.PDF,Engagement Facility,Public,CUB,00145603,Project,Prodoc,166315,5003,11/11/22,11/11/22,Approved,,Spanish,166315,Document
pdf,Prodoc signed_ ENG.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Prodoc signed_ ENG.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Prodoc signed_ ENG.pdf,Promoting Sustainable Rural Development in the Aral Sea,Public,UZB,00129160,Project,Prodoc,164848,451,19/09/22,19/09/22,Final,,English,164848,Document
pdf,Prodoc.Project on Rural Industrial Development.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Prodoc.Project on Rural Industrial Development.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Prodoc.Project on Rural Industrial Development.pdf,Project on Rural Industrial Development,Public,AGO,00145087,Project,Prodoc,163266,3514,19/07/22,19/07/22,Draft,,English,163266,Document
pdf,PRODOC_3BUR-4NC fdo.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC_3BUR-4NC fdo.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC_3BUR-4NC fdo.pdf,PRODOC 3BUR-4CN,Public,PER,00087624,Project,Prodoc,165722,1675,20/10/22,20/10/22,Final,,Spanish,165722,Document
pdf,ProDoc Cover Page_CMP14.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc Cover Page_CMP14.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc Cover Page_CMP14.pdf,Project Document Cover Page - CMP14,Public,CYP,00146754,Project,Prodoc,168349,4856,30/12/22,30/12/22,Approved,,English,168349,Document
pdf,Mekong Urban Resilience ProDoc signed.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Mekong Urban Resilience ProDoc signed.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Mekong Urban Resilience ProDoc signed.docx.pdf,Project Document,Public,H04,00144127,Project,Prodoc,166105,2754,07/11/22,07/11/22,Approved,,English,166105,Document
pdf,ProDoc Cover Page_TCCH-ALIPH.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc Cover Page_TCCH-ALIPH.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc Cover Page_TCCH-ALIPH.pdf,Project Document Cover Page - TCCH-ALIPH,Public,CYP,00145462,Project,Prodoc,168350,4856,10/01/23,30/12/22,Approved,,English,168350,Document
pdf,Project Document - Cyprus Technical Committees - Final Cover.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Document - Cyprus Technical Committees - Final Cover.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Document - Cyprus Technical Committees - Final Cover.pdf,ProDoc-Support to Technical Committees,Public,CYP,00143938,Project,Prodoc,168462,4856,10/01/23,10/01/23,Approved,,English,168462,Document
pdf,00146493_PRODOC_Portafolio.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00146493_PRODOC_Portafolio.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00146493_PRODOC_Portafolio.docx.pdf,PRODOC,Public,COL,00146493,Project,Prodoc,168524,912,18/01/23,18/01/23,Approved,,Spanish,168524,Document
pdf,SHIELD_Program_Portfolio_Document_signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/SHIELD_Program_Portfolio_Document_signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/SHIELD_Program_Portfolio_Document_signed.pdf,SHIELD Program Portfolio Document,Public,PHL,00128629,Project,Prodoc,163179,6367,15/07/22,14/07/22,Final,,English,163179,Document
pdf,PIMS 5691 - Derisking off-grid lighting in Nigeria Prodoc - Nov 19.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PIMS 5691 - Derisking off-grid lighting in Nigeria Prodoc - Nov 19.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PIMS 5691 - Derisking off-grid lighting in Nigeria Prodoc - Nov 19.pdf,,Public,NGA,00142742,Project,Prodoc,165724,1191,20/10/22,20/10/22,Approved,,English,165724,Document
pdf,PRODOC rev. cover page AM5 SSI eng.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC rev. cover page AM5 SSI eng.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC rev. cover page AM5 SSI eng.pdf,,Public,SRB,00113336,Project,Prodoc,168130,6853,28/12/22,28/12/22,Final,,English,168130,Document
pdf,00113522-cs-ENPARD4.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00113522-cs-ENPARD4.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00113522-cs-ENPARD4.pdf,,Public,GEO,00113522,Project,Prodoc,168463,5026,10/01/23,10/01/23,Draft,,English,168463,Document
pdf,00134914_Reevisión Sustantiva_SEDECOAS.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00134914_Reevisión Sustantiva_SEDECOAS.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00134914_Reevisión Sustantiva_SEDECOAS.pdf,Revisión Sustantiva SEDECOAS,Public,HND,00134914,Project,Prodoc,168762,1490,21/02/23,21/02/23,Final,,English,168762,Document
pdf,Prodoc revision cover page signed March 2021 eng.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Prodoc revision cover page signed March 2021 eng.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Prodoc revision cover page signed March 2021 eng.pdf,,Public,SRB,00113336,Project,Prodoc,168131,6853,28/12/22,28/12/22,Final,,English,168131,Document
pdf,SDG extension Sao Tome and Principe JP ProDoc DEM.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/SDG extension Sao Tome and Principe JP ProDoc DEM.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/SDG extension Sao Tome and Principe JP ProDoc DEM.pdf,SDG,Public,STP,00146017,Project,Prodoc,164618,6869,08/09/22,08/09/22,Approved,,English,164618,Document
pdf,Amendment to Prodoc MFA.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Amendment to Prodoc MFA.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Amendment to Prodoc MFA.pdf,Amendment to ProDoc MFA,Public,MNE,00109521,Project,Prodoc,168219,4453,29/12/22,29/12/22,Approved,,English,168219,Document
pdf,113598_Revisión Final D.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/113598_Revisión Final D.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/113598_Revisión Final D.pdf,ARG18P03 - Revisión Final D,Public,ARG,00113598,Project,Prodoc,164619,480,08/09/22,08/09/22,Approved,,Spanish,164619,Document
pdf,Prodoc_Improvement of Infectious Waste Management  28Sep2022.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Prodoc_Improvement of Infectious Waste Management  28Sep2022.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Prodoc_Improvement of Infectious Waste Management  28Sep2022.docx.pdf,Prodoc_Improvement of Infectious Waste Management,Public,BGD,00146163,Project,Prodoc,165756,48,24/10/22,24/10/22,Approved,,English,165756,Document
pdf,6477 Malaysia SGP OP7 ProDoc_v.17Dec21_Endorsed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/6477 Malaysia SGP OP7 ProDoc_v.17Dec21_Endorsed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/6477 Malaysia SGP OP7 ProDoc_v.17Dec21_Endorsed.pdf,,Public,MYS,00134613,Project,Prodoc,163907,5917,10/08/22,10/08/22,Approved,,English,163907,Document
pdf,Project Document Revision Cover Page SSI 00113336  20.12.2021eng.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Document Revision Cover Page SSI 00113336  20.12.2021eng.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Document Revision Cover Page SSI 00113336  20.12.2021eng.pdf,,Public,SRB,00113336,Project,Prodoc,168133,6853,28/12/22,28/12/22,Final,,English,168133,Document
pdf,SHIELD_Program_Portfolio_Document_signed_CBCS.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/SHIELD_Program_Portfolio_Document_signed_CBCS.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/SHIELD_Program_Portfolio_Document_signed_CBCS.pdf,SHIELD Program Portfolio Document - CBCS,Public,PHL,00140487,Project,Prodoc,163183,6367,15/07/22,15/07/22,Final,,English,163183,Document
pdf,124264_PRODOC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/124264_PRODOC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/124264_PRODOC.pdf,ARG19013 - PRODOC,Public,ARG,00124264,Project,Prodoc,163274,480,19/07/22,19/07/22,Approved,,Spanish,163274,Document
pdf,SHIELD_Program_Portfolio_Document_signed_NRC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/SHIELD_Program_Portfolio_Document_signed_NRC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/SHIELD_Program_Portfolio_Document_signed_NRC.pdf,SHIELD Program Portfolio Document - NRC,Public,PHL,00140485,Project,Prodoc,163184,6367,15/07/22,15/07/22,Final,,English,163184,Document
pdf,2022_1_ProDoc_UNDP BiH_DIRC signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/2022_1_ProDoc_UNDP BiH_DIRC signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/2022_1_ProDoc_UNDP BiH_DIRC signed.pdf,DIRC Project Document,Public,BIH,00133791,Project,Prodoc,167309,4385,16/12/22,16/12/22,Final,,English,167309,Document
pdf,PIMS_6339_Prodoc_AMP_Nigeria_Final_LPAC May 4.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PIMS_6339_Prodoc_AMP_Nigeria_Final_LPAC May 4.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PIMS_6339_Prodoc_AMP_Nigeria_Final_LPAC May 4.pdf,,Public,NGA,00135668,Project,Prodoc,165758,1191,24/10/22,24/10/22,Final,,English,165758,Document
pdf,129530_ARG20003_Revision B_firmado.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/129530_ARG20003_Revision B_firmado.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/129530_ARG20003_Revision B_firmado.pdf,ARG20003_Revision B_firmado,Public,ARG,00129530,Project,Prodoc,168356,2067,30/12/22,30/12/22,Approved,,Spanish,168356,Document
pdf,SHIELD_Program_Portfolio_Document_signed _PBSP.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/SHIELD_Program_Portfolio_Document_signed _PBSP.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/SHIELD_Program_Portfolio_Document_signed _PBSP.pdf,SHIELD Program Portfolio Document - PBSP,Public,PHL,00140488,Project,Prodoc,163185,6367,15/07/22,15/07/22,Final,,English,163185,Document
pdf,144593 ENG ProDoc Public Use.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/144593 ENG ProDoc Public Use.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/144593 ENG ProDoc Public Use.pdf,144593 ENG ProDoc Public Use,Public,BLR,00144593,Project,Prodoc,168402,555,04/01/23,04/01/23,Approved,,English,168402,Document
doc,Mine Action Governance Project Document - 2020 revision_accepted changes.doc,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Mine Action Governance Project Document - 2020 revision_accepted changes.doc,https://undpngddlsprod01.blob.core.windows.net/pdc/Mine Action Governance Project Document - 2020 revision_accepted changes.doc,Project Document - Mine Action Governance,Public,BIH,0094437,Project,Prodoc,167311,4385,16/12/22,16/12/22,Final,,English,167311,Document
pdf,144593 RUS ProDoc Public Use.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/144593 RUS ProDoc Public Use.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/144593 RUS ProDoc Public Use.pdf,144593 RUS ProDoc Public Use,Public,BLR,00144593,Project,Prodoc,168403,555,04/01/23,04/01/23,Approved,,English,168403,Document
pdf,Project Document - Inclusive Economic Diversification.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Document - Inclusive Economic Diversification.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Document - Inclusive Economic Diversification.pdf,Project Document - Inclusive Economic Diversification Project,Public,BWA,00143424,Project,Prodoc,166293,4823,11/11/22,11/11/22,Approved,,English,166293,Document
ocx,5938 PONASI ProDoc_21Nov2022.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/5938 PONASI ProDoc_21Nov2022.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/5938 PONASI ProDoc_21Nov2022.docx,PRODOC PONASI,Public,BFA,00090370,Project,Prodoc,168404,1806,11/01/23,04/01/23,Draft,,English,168404,Document
ocx,ProDoc Rule of Law.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc Rule of Law.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc Rule of Law.docx,ProDoc Rule of Law,Public,KOS,00136692,Project,Prodoc,165765,5672,24/10/22,24/10/22,Final,,English,165765,Document
pdf,1. CSYP_Project Document.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/1. CSYP_Project Document.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/1. CSYP_Project Document.docx.pdf,,Public,UKR,00147769,Project,Prodoc,168139,637,28/12/22,28/12/22,Approved,,English,168139,Document
pdf,CoC_Project_No Cost Extension 2023.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/CoC_Project_No Cost Extension 2023.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/CoC_Project_No Cost Extension 2023.pdf,CoC_Project_No Cost Extension 2023,Public,TUR,00096325,Project,Prodoc,168361,7436,30/12/22,30/12/22,Approved,,English,168361,Document
