doctype,filename,Sharepoint URL,url,title,Classification Level,operating_unit,project_id,document_category,pdc_document_type,document_id,Modified By,modified,created,Document Status,Checked Out To,UN Languages,id,Content Type
pdf,SDC signed agreement.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/SDC signed agreement.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/SDC signed agreement.pdf,Improve DRM in Jordan,Public,JOR,00116815,Project,Prodoc,167375,5537,19/12/22,19/12/22,Final,,English,167375,Document
pdf,94919_Revisión L.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/94919_Revisión L.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/94919_Revisión L.pdf,ARG16001 - Revisión L,Public,ARG,00094919,Project,Prodoc,166252,480,10/11/22,10/11/22,Approved,,Spanish,166252,Document
PDF,UNICEF Joint Programme proposal UNDP UNFPA.PDF,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/UNICEF Joint Programme proposal UNDP UNFPA.PDF,https://undpngddlsprod01.blob.core.windows.net/pdc/UNICEF Joint Programme proposal UNDP UNFPA.PDF,,Public,SYR,00113007,Project,Prodoc,167107,818,12/12/22,12/12/22,Draft,,English,167107,Document
pdf,ProDoc Reduce Risk 2-UNDP Serbia MPTF signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc Reduce Risk 2-UNDP Serbia MPTF signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc Reduce Risk 2-UNDP Serbia MPTF signed.pdf,,Public,SRB,00146046,Project,Prodoc,167180,6895,14/12/22,14/12/22,Final,,English,167180,Document
pdf,Contract Amendment_CENACE_FIRMADO.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Contract Amendment_CENACE_FIRMADO.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Contract Amendment_CENACE_FIRMADO.pdf,Acuerdo de financiamiento,Public,ECU,00146913,Project,Prodoc,169678,436,29/06/23,29/06/23,Approved,,Spanish,169678,Document
pdf,00128892 IP FONTEC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00128892 IP FONTEC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00128892 IP FONTEC.pdf,00128892 IP FONTEC,Public,GTM,00139041,Project,Prodoc,166255,5258,10/11/22,10/11/22,Approved,,Spanish,166255,Document
pdf,PRODOC  6216 Cuba NAP-Readiness Signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC  6216 Cuba NAP-Readiness Signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC  6216 Cuba NAP-Readiness Signed.pdf,,Public,CUB,00110401,Project,Prodoc,166257,4991,10/11/22,10/11/22,Approved,,English,166257,Document
pdf,BRA21011 General Revision_G01_signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BRA21011 General Revision_G01_signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BRA21011 General Revision_G01_signed.pdf,Revisão Geral G01 assinada,Public,BRA,00139211,Project,Prodoc,158223,4674,29/03/22,29/03/22,Final,,English,158223,Document
ocx,JROL PRODOC SUDAN 18 8 22 UNDP signature.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/JROL PRODOC SUDAN 18 8 22 UNDP signature.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/JROL PRODOC SUDAN 18 8 22 UNDP signature.docx,Prodoc-Sudan Joint ROL (SJROL),Public,SDN,00146517,Project,Prodoc,165320,6839,01/11/22,06/10/22,Draft,,English,165320,Document
pdf,Full Rider 4 - signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Full Rider 4 - signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Full Rider 4 - signed.pdf,Full Rider 4 - signed,Public,VNM,00084003,Project,Prodoc,167197,948,14/12/22,14/12/22,Approved,,English,167197,Document
pdf,BRA21011 General Revision_G02_signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BRA21011 General Revision_G02_signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BRA21011 General Revision_G02_signed.pdf,Revisão Geral G02 assinada,Public,BRA,00139211,Project,Prodoc,158224,4674,12/09/22,29/03/22,Final,,English,158224,Document
pdf,08 03 2022 Climate Action IP_Final.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/08 03 2022 Climate Action IP_Final.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/08 03 2022 Climate Action IP_Final.docx.pdf,Strategic Support to Accelerate Climate Action in Sri Lanka,Public,LKA,00142290,Project,Prodoc,158392,293,31/03/22,31/03/22,Approved,,English,158392,Document
pdf,PID128886_Paysages Productifs_Prodoc signed_Juillet 2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PID128886_Paysages Productifs_Prodoc signed_Juillet 2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PID128886_Paysages Productifs_Prodoc signed_Juillet 2022.pdf,PRODOC Paysages Productifs,Public,HTI,00128886,Project,Prodoc,169682,5391,05/07/23,05/07/23,Approved,,English,169682,Document
pdf,PRoDoC_UNDP_Electoral_Project_2022-2025_En.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRoDoC_UNDP_Electoral_Project_2022-2025_En.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRoDoC_UNDP_Electoral_Project_2022-2025_En.pdf,Project Document,Public,MOZ,00140193,Project,Prodoc,158394,6098,31/03/22,31/03/22,Approved,,English,158394,Document
pdf,2022 AWP AccLab_Final.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/2022 AWP AccLab_Final.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/2022 AWP AccLab_Final.pdf,,Public,SYR,00129901,Project,Prodoc,158079,818,28/03/22,28/03/22,Draft,,English,158079,Document
pdf,IRN-CFUND-2207_CCM_Fu - 2022-2025.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/IRN-CFUND-2207_CCM_Fu - 2022-2025.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/IRN-CFUND-2207_CCM_Fu - 2022-2025.pdf,CCM Grant Agreement,Public,IRN,00132646,Project,Prodoc,167117,5442,12/12/22,12/12/22,Approved,,English,167117,Document
pdf,EU Hamouns Prodoc_signed_with LPAC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/EU Hamouns Prodoc_signed_with LPAC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/EU Hamouns Prodoc_signed_with LPAC.pdf,,Public,IRN,00120072,Project,Prodoc,158396,5442,27/10/22,31/03/22,Final,,English,158396,Document
pdf,IP Good Governance Sector WF4D.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/IP Good Governance Sector WF4D.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/IP Good Governance Sector WF4D.docx.pdf,,Public,BIH,00145525,Project,Prodoc,167119,4681,23/12/22,12/12/22,Draft,,English,167119,Document
pdf,EU4EMBLAS_RegProDoc_12March2021_LPAC_comments_10June2021-fin.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/EU4EMBLAS_RegProDoc_12March2021_LPAC_comments_10June2021-fin.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/EU4EMBLAS_RegProDoc_12March2021_LPAC_comments_10June2021-fin.docx.pdf,EU4EMBLAS ProDoc signed,Public,SVK,00134071,Project,Prodoc,160488,1205,16/05/22,16/05/22,Final,,English,160488,Document
pdf,Strengthening BiH Resilience to Address Impact of the Ukraine War.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Strengthening BiH Resilience to Address Impact of the Ukraine War.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Strengthening BiH Resilience to Address Impact of the Ukraine War.pdf,,Public,BIH,00145331,Project,Prodoc,167120,4681,23/12/22,12/12/22,Draft,,English,167120,Document
pdf,Current multi year plan and result framework_revised on 23 May 2023.docx-1.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Current multi year plan and result framework_revised on 23 May 2023.docx-1.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Current multi year plan and result framework_revised on 23 May 2023.docx-1.pdf,Project Document Extension,Public,H70,00050716,Project,Prodoc,169625,1073741823,01/06/23,01/06/23,Final,,English,169625,Document
pdf,1RA Enmienda al Acuerdo INE PNUD.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/1RA Enmienda al Acuerdo INE PNUD.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/1RA Enmienda al Acuerdo INE PNUD.pdf,1RA Enmienda al Acuerdo INE PNUD,Public,MEX,00120253,Project,Prodoc,169690,6244,12/07/23,12/07/23,Approved,,Spanish,169690,Document
pdf,111581_2022_Prodoc_CoRe FW4A.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/111581_2022_Prodoc_CoRe FW4A.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/111581_2022_Prodoc_CoRe FW4A.pdf,,Public,PHL,00113425,Project,Prodoc,169501,280,15/05/23,14/05/23,Final,,English,169501,Document
pdf,Strengthening_SDG_Localization_in_Thailand_Project_Document_13.12.22.RG.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Strengthening_SDG_Localization_in_Thailand_Project_Document_13.12.22.RG.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Strengthening_SDG_Localization_in_Thailand_Project_Document_13.12.22.RG.docx.pdf,Project document,Public,THA,00144678,Project,Prodoc,167211,300,27/12/22,14/12/22,Final,,English,167211,Document
pdf,BIH10-00124644-PRODOC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BIH10-00124644-PRODOC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BIH10-00124644-PRODOC.pdf,BIH10-00124684-PRODOC,Public,BIH,00131766,Project,Prodoc,169734,4691,04/08/23,04/08/23,Draft,,English,169734,Document
pdf,2019 UNDP Sri Lanka SDG 16 Flagship Portfolio_Doc_Signed_Final.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/2019 UNDP Sri Lanka SDG 16 Flagship Portfolio_Doc_Signed_Final.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/2019 UNDP Sri Lanka SDG 16 Flagship Portfolio_Doc_Signed_Final.pdf,2019 UNDP Sri Lanka SDG 16 Flagship Portfolio_Doc_Signed,Public,LKA,00112897,Project,Prodoc,162792,5797,04/07/22,04/07/22,Approved,,English,162792,Document
pdf,145407_Prodoc.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/145407_Prodoc.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/145407_Prodoc.pdf,ARG22008 - Prodoc,Public,ARG,00145407,Project,Prodoc,165251,480,04/10/22,04/10/22,Approved,,Spanish,165251,Document
ocx,TRAC 2-online form-outline-clean-0902022-final.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/TRAC 2-online form-outline-clean-0902022-final.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/TRAC 2-online form-outline-clean-0902022-final.docx,TRAC 2 Prodoc,Public,COM,131902,Project,Prodoc,162793,4870,20/07/22,04/07/22,Final,,English,162793,Document
ocx,UNDP GEF Project Document_PIMS 6465_Uzbekistan_16 Aug 2021_Revised for DOA.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/UNDP GEF Project Document_PIMS 6465_Uzbekistan_16 Aug 2021_Revised for DOA.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/UNDP GEF Project Document_PIMS 6465_Uzbekistan_16 Aug 2021_Revised for DOA.docx,Annotated Project Document Template,Public,UZB,00120486,Project,Prodoc,158404,451,06/04/22,31/03/22,Draft,,English,158404,Document
pdf,Joint_ProDoc_Agro_Producers_signed both.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Joint_ProDoc_Agro_Producers_signed both.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Joint_ProDoc_Agro_Producers_signed both.pdf,ProDoc_Emergency support for agri-pro,Public,MDA,00146600,Project,Prodoc,167898,1123,23/12/22,23/12/22,Approved,,English,167898,Document
pdf,PROJECT EXTENSION_TRADE_ENG_2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PROJECT EXTENSION_TRADE_ENG_2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PROJECT EXTENSION_TRADE_ENG_2022.pdf,PROJECT EXTENSION_TRADE_ENG_2022,Public,TKM,00097116,Project,Prodoc,158407,7246,31/03/22,31/03/22,Final,,English,158407,Document
ocx,UNDP Palest. vaccination logistik Annex 1 Separate Agreement.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/UNDP Palest. vaccination logistik Annex 1 Separate Agreement.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/UNDP Palest. vaccination logistik Annex 1 Separate Agreement.docx,UNDP Palest. vaccination logistik Annex 1 Separate Agreement,Public,PAL,120435,Project,Prodoc,166727,235,23/11/22,23/11/22,Final,,English,166727,Document
pdf,Carbon Phase III - Final Project Addendum - signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Carbon Phase III - Final Project Addendum - signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Carbon Phase III - Final Project Addendum - signed.pdf,,Public,IRN,00013110,Project,Prodoc,158408,5442,27/10/22,31/03/22,Final,,English,158408,Document
pdf,LOA_ProDoc_GEP_Senate_01202022_f_SIGNED_34MG.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/LOA_ProDoc_GEP_Senate_01202022_f_SIGNED_34MG.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/LOA_ProDoc_GEP_Senate_01202022_f_SIGNED_34MG.pdf,Prodoc and LOA,Public,UZB,00139611,Project,Prodoc,158411,451,31/03/22,31/03/22,Approved,,English,158411,Document
pdf,ProDoc_PIMS 6439 SPA project.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc_PIMS 6439 SPA project.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc_PIMS 6439 SPA project.pdf,Project document,Public,BIH,00128336,Project,Prodoc,167134,290,12/12/22,12/12/22,Approved,,English,167134,Document
pdf,PIP_Support to Governance and Elections.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PIP_Support to Governance and Elections.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PIP_Support to Governance and Elections.pdf,PIP Support to Democratic Processes and credible elections,Public,NGA,00142851,Project,Prodoc,158100,6327,06/06/22,28/03/22,Approved,,English,158100,Document
pdf,Initiation Plan-CSSF Project -3rd phase.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Initiation Plan-CSSF Project -3rd phase.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Initiation Plan-CSSF Project -3rd phase.pdf,Initiation Plan_Phase 3,Public,ARM,00128546,Project,Prodoc,160435,878,16/05/22,13/05/22,Approved,,English,160435,Document
pdf,ProDoc Glaciers and Students- Scanned (32 pages).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc Glaciers and Students- Scanned (32 pages).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc Glaciers and Students- Scanned (32 pages).pdf,ProDoc Glaciers and Students- Scanned,Public,PAK,00144462,Project,Prodoc,165264,1825,20/10/22,05/10/22,Approved,,English,165264,Document
pdf,Signed Rule of Law Programme 2022_2026.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Signed Rule of Law Programme 2022_2026.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Signed Rule of Law Programme 2022_2026.pdf,"Strengthen the rule of law and the protection of human rights, particularly in areas affected by conflict and displacement, thus contributing to bolstering the social contract in Mozambique.",Public,MOZ,00141892,Project,Prodoc,166736,517,24/11/22,24/11/22,Final,,English,166736,Document
pdf,Prodoc_Aral project_signed_ENG.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Prodoc_Aral project_signed_ENG.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Prodoc_Aral project_signed_ENG.pdf,Prodoc_Aral project_signed_ENG,Public,TKM,00128715,Project,Prodoc,158284,1559,30/03/22,30/03/22,Final,,English,158284,Document
pdf,130856- Concept Note PALPRO 2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/130856- Concept Note PALPRO 2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/130856- Concept Note PALPRO 2022.pdf,130856- Concept Note PALPRO 2022,Public,PAL,117729,Project,Prodoc,160321,235,11/05/22,11/05/22,Final,,English,160321,Document
pdf,6591 GMC II UNDP-GEF Initiation Plan Ecuador lead CO 08082022.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/6591 GMC II UNDP-GEF Initiation Plan Ecuador lead CO 08082022.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/6591 GMC II UNDP-GEF Initiation Plan Ecuador lead CO 08082022.docx.pdf,Initiation Plan GMC2,Public,ECU,00145545,Project,Prodoc,165274,436,05/10/22,05/10/22,Approved,,English,165274,Document
pdf,Informe Narrativo 2021.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Informe Narrativo 2021.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Informe Narrativo 2021.pdf,Informe Narrativo 2021 PRODEME,Public,GTM,00036408,Project,Prodoc,169540,634,19/05/23,19/05/23,Final,,English,169540,Document
pdf,Let envio + inffin PRODEME.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Let envio + inffin PRODEME.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Let envio + inffin PRODEME.pdf,Informe Financiero 2021 PRODEME,Public,GTM,00036408,Project,Prodoc,169541,634,19/05/23,19/05/23,Final,,English,169541,Document
pdf,Informe narrativo PRODEME 2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Informe narrativo PRODEME 2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Informe narrativo PRODEME 2022.pdf,Informe Narrativo 2022 PRODEME,Public,GTM,00036408,Project,Prodoc,169542,634,19/05/23,19/05/23,Final,,English,169542,Document
pdf,BRA21G31 PIMS 6476 PRODOC Português signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BRA21G31 PIMS 6476 PRODOC Português signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BRA21G31 PIMS 6476 PRODOC Português signed.pdf,BRA21G31 PIMS 6476 PRODOC Português signed,Public,BRA,00128720,Project,Prodoc,165186,4354,29/09/22,29/09/22,Final,,English,165186,Document
ocx,RBEC_Kosovo_JSB_CP_PIP_final.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/RBEC_Kosovo_JSB_CP_PIP_final.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/RBEC_Kosovo_JSB_CP_PIP_final.docx,Initiation Plan Template,Public,KOS,00142565,Project,Prodoc,160380,5677,12/05/22,12/05/22,Draft,,English,160380,Document
pdf,Annex F_PROCUREMENT PLAN.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex F_PROCUREMENT PLAN.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex F_PROCUREMENT PLAN.pdf,,Public,IDN,00129343,Project,Prodoc,160694,4130,18/05/22,18/05/22,Approved,,English,160694,Document
pdf,MKD-PRODOC_DEM Joint SDG Fund_signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/MKD-PRODOC_DEM Joint SDG Fund_signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/MKD-PRODOC_DEM Joint SDG Fund_signed.pdf,"Identifying Systemic Pathways for Responding to the Global Crisis on Food, Energy and Finance in North Macedonia",Public,MKD,00144953,Project,Prodoc,162820,1505,04/07/22,04/07/22,Approved,,English,162820,Document
pdf,Annex H_A.FP-UNDP-270520-PIMS6455-Annex VI _a_ SESP.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex H_A.FP-UNDP-270520-PIMS6455-Annex VI _a_ SESP.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex H_A.FP-UNDP-270520-PIMS6455-Annex VI _a_ SESP.pdf,,Public,IDN,00129343,Project,Prodoc,160695,4130,18/05/22,18/05/22,Approved,,English,160695,Document
pdf,Annex H_B.FP-UNDP-270520-PIMS6455-Annex VI b.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex H_B.FP-UNDP-270520-PIMS6455-Annex VI b.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex H_B.FP-UNDP-270520-PIMS6455-Annex VI b.pdf,,Public,IDN,00129343,Project,Prodoc,160696,4130,18/05/22,18/05/22,Approved,,English,160696,Document
pdf,OGC fully signed prodoc.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/OGC fully signed prodoc.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/OGC fully signed prodoc.pdf,UNDP Global Policy Centre for Governance,Public,H70,00144128,Project,Prodoc,162822,5251,04/07/22,04/07/22,Approved,,English,162822,Document
pdf,Annex I_FP-UNDP-081119-PIMS6455-Annex XIII _d-2_.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex I_FP-UNDP-081119-PIMS6455-Annex XIII _d-2_.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex I_FP-UNDP-081119-PIMS6455-Annex XIII _d-2_.pdf,,Public,IDN,00129343,Project,Prodoc,160698,4130,18/05/22,18/05/22,Approved,,English,160698,Document
pdf,Emergency Water Sanitation and Hygiene (WASH) Support for Crisis Affected Communities - Clean for al.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Emergency Water Sanitation and Hygiene (WASH) Support for Crisis Affected Communities - Clean for al.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Emergency Water Sanitation and Hygiene (WASH) Support for Crisis Affected Communities - Clean for al.pdf,,Public,YEM,00137393,Project,Prodoc,160388,7153,20/06/22,12/05/22,Approved,,English,160388,Document
pdf,Annex J_FP-UNDP-230420-PIMS6455 Annex XIII _c_ GAAP.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex J_FP-UNDP-230420-PIMS6455 Annex XIII _c_ GAAP.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex J_FP-UNDP-230420-PIMS6455 Annex XIII _c_ GAAP.pdf,,Public,IDN,00129343,Project,Prodoc,160699,4130,18/05/22,18/05/22,Approved,,English,160699,Document
pdf,REVISION FINAL 00130652 f.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/REVISION FINAL 00130652 f.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/REVISION FINAL 00130652 f.pdf,REVISION FINAL 00130652,Public,GTM,00130652,Project,Prodoc,169552,1073741823,22/05/23,22/05/23,Approved,,Spanish,169552,Document
pdf,Accountable Instiutitons and HR project. UNDP.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Accountable Instiutitons and HR project. UNDP.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Accountable Instiutitons and HR project. UNDP.pdf,Accountable Instiutitons and HR project_PRODOC,Public,ARM,00122148,Project,Prodoc,160389,528,24/06/22,12/05/22,Approved,,English,160389,Document
pdf,Annex L_FP-UNDP-290520-PIMS6455-Annex XIII_j_LOA.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex L_FP-UNDP-290520-PIMS6455-Annex XIII_j_LOA.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex L_FP-UNDP-290520-PIMS6455-Annex XIII_j_LOA.pdf,,Public,IDN,00129343,Project,Prodoc,160701,4130,18/05/22,18/05/22,Draft,,English,160701,Document
pdf,Annex M_A.FP-UNDP-210520-PIMS 6455 Annex XIIIf-2 HACT Micro Assessment_Final.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex M_A.FP-UNDP-210520-PIMS 6455 Annex XIIIf-2 HACT Micro Assessment_Final.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex M_A.FP-UNDP-210520-PIMS 6455 Annex XIIIf-2 HACT Micro Assessment_Final.pdf,,Public,IDN,00129343,Project,Prodoc,160702,4130,18/05/22,18/05/22,Approved,,English,160702,Document
pdf,Prodoc IP BHR_Jap Ukraine.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Prodoc IP BHR_Jap Ukraine.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Prodoc IP BHR_Jap Ukraine.pdf,Prodoc,Public,UKR,00142995,Project,Prodoc,160393,637,12/05/22,12/05/22,Approved,,English,160393,Document
pdf,Annex O_UNDP QA.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex O_UNDP QA.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex O_UNDP QA.pdf,,Public,IDN,00129343,Project,Prodoc,160705,4130,18/05/22,18/05/22,Approved,,English,160705,Document
pdf,Annex T_FP-UNDP-270320-PIMS6455-Annex XX_MoEF Letter.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex T_FP-UNDP-270320-PIMS6455-Annex XX_MoEF Letter.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex T_FP-UNDP-270320-PIMS6455-Annex XX_MoEF Letter.pdf,,Public,IDN,00129343,Project,Prodoc,160707,4130,18/05/22,18/05/22,Draft,,English,160707,Document
pdf,Enmienda VIII.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Enmienda VIII.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Enmienda VIII.pdf,Enmienda VIII,Public,DOM,00119553,Project,Prodoc,165203,4912,30/09/22,30/09/22,Approved,,English,165203,Document
pdf,00137040_ENG21F19 Engag TRACII 2022_05_firmado.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00137040_ENG21F19 Engag TRACII 2022_05_firmado.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00137040_ENG21F19 Engag TRACII 2022_05_firmado.pdf,ENG21F19 - Revisión B,Public,ARG,00137040,Project,Prodoc,160580,4576,16/05/22,16/05/22,Approved,,Spanish,160580,Document
pdf,00138286 09112021 PRODOC Naturaleza para la Paz.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00138286 09112021 PRODOC Naturaleza para la Paz.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00138286 09112021 PRODOC Naturaleza para la Paz.pdf,00138286 09112021 PRODOC Naturaleza para la Paz,Public,COL,00138286,Project,Prodoc,160581,4979,16/05/22,16/05/22,Approved,,Spanish,160581,Document
ocx,UNDP_e-Contraventions Project_rev2_clean.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/UNDP_e-Contraventions Project_rev2_clean.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/UNDP_e-Contraventions Project_rev2_clean.docx,,Public,MDA,00108355,Project,Prodoc,166465,1860,25/11/22,16/11/22,Reviewed,,English,166465,Document
